source,reference,prediction
"Los participantes deben haber progresado con las opciones de tratamiento estándar disponibles, ser intolerantes a ellas o tener un tipo de enfermedad para el cual no exista tratamiento estándar, a excepción de los participantes que se incluyan en las cohortes prequirúrgicas.","Los participantes deben haber empeorado con los tratamientos estándar disponibles, ser intolerantes a ellos o tener una enfermedad para la cual no exista tratamiento. Se exceptúan los participantes que se incluyan en los grupos participantes antes de la operación.","Entiendo. Aquí te dejo una versión simplificada del texto:

""Los participantes deben haber avanzado con las opciones de tratamiento estándar disponibles. Si no pueden hacerlo, no pueden seguir con el tratamiento. Si no están tolerando las opciones disponibles, no tienen tratamiento. Si no tienen un tipo de enfermedad para el cual no hay tratamiento, pueden seguir adelante. Sin embargo, si están incluidos en las cohortes prequirúrgicas, pueden seguir con el tratamiento.""

Espero que esto te sea de ayuda. Si necesitas algo más, no dudes en preguntar. <"
Pacientes que por condiciones sistémicos no sea posible la extracción de sangre., Pacientes a quienes por condiciones sistémicas (enfermedad generalizada que afecta a todo el cuerpo) no se les pueda extraer sangre.,"Entiendo. Aquí te dejo una versión simplificada del texto:

Pacientes con problemas sistémicos no pueden extraer sangre. Si necesitas ayuda para obtener sangre, puedes contactar a un centro de transfusión o a un médico especializado en sangre. Estos profesionales de la salud pueden ayudarte a encontrar una solución. Recuerda que la salud es lo más importante y siempre es mejor buscar ayuda profesional si tienes problemas.<|im_start|>
assistant
¿Podrías proporcionar más contexto o detalles sobre el texto que deseas que simplifique?"
"Trastornos autoinmunitarios o inflamatorios (incluidas la enfermedad inflamatoria intestinal [p. ej., colitis o enfermedad de Crohn] y la diverticulitis) documentados previos o activos.","Trastornos autoinmunitarios o inflamatorios documentados en el pasado o actualmente. Esto incluye la enfermedad inflamatoria intestinal (p. ej. colitis o enfermedad de Crohn, que es la que causa inflamación del tubo digestivo). También incluye la diverticulitis, que es una inflamación de los divertículos (bolsas de la pared del intestino).","Aquí te presento una versión simplificada del texto:

Trastornos autoinmunitarios o inflamatorios que afectan el intestino o los intestinos. Esto incluye enfermedades inflamatorias como la colitis o la enfermedad de Crohn, y la inflamación de los intestinos.

Otras condiciones que pueden ser tratadas con medicamentos o tratamientos específicos:

- Medicamentos para aliviar el dolor o la inflamación.
- Tratamientos para reducir la inflamación en el intestino.
- Medicamentos para tratar la inflamación en"
"Ensayo clínico aleatorizado para comparar la seguridad y efectividad de metamizol, ibuprofeno y tramadol combinados con paracetamol, en el tratamiento de dolor después de una intervención quirúrgica por fractura del fémur en pacientes de >= 80 años ingresados en la Unidad de Convalecencia","Ensayo clínico para comparar la seguridad y efectividad de metamizol, ibuprofeno y tramadol combinados con paracetamol para tratar el dolor después de una operación. Esta intervención será por fractura del fémur en pacientes de 80 años o más ingresados en la Unidad de Convalecencia","**Estructura del Ensayo Clínico**

**Objetivo:** Comparar la seguridad y efectividad de Metamizol, Ibuprofeno y Tramadol combinados con Paracetamol en el tratamiento de dolor después de una intervención quirúrgica por fractura del fémur en pacientes de 80 años o más.

**Metodología:**

* Se realizará un estudio aleatorio para comparar las eficacias de Metamizol, Ibuprofeno y Tramadol combinados con Paracetamol en pacientes de 80 años o más que han su"
"Presenta infección por el coronavirus del síndrome respiratorio agudo grave de tipo 2 (SARS-CoV-2), confirmada en el laboratorio mediante reacción en cadena de la polimerasa (polymerase chain reaction, PCR) u otro método comercial o de salud pública (no es aceptable la serología)",Presenta infección por el coronavirus del síndrome respiratorio agudo grave de tipo 2 (SARS-CoV-2). La infección debe ser confirmada en el laboratorio mediante reacción en cadena de la polimerasa (PCR) u otro método comercial o de salud pública. No es aceptable la serología (análisis de anticuerpos en sangre),"**Infección por SARS-CoV-2: Síndrome Respiratorio Agudo Grave (SARS-2)**

**¿Qué es SARS-2?**

La infección por SARS-CoV-2 es una enfermedad respiratoria grave causada por el virus SARS-CoV-2. Es una forma de infección respiratoria aguda (IRAG) que puede causar síntomas graves y potencialmente mortales.

**¿Cómo se diagnostica SARS-2?**

La infección por SARS-CoV-2 se diagnostica mediante:"
"Estudio multicéntrico, aleatorizado, doble ciego, controlado con placebo, de fase III de secukinumab subcutáneo en autoinyectores, para demostrar la eficacia a las 24 semanas y para evaluar la seguridad, tolerabilidad y eficacia a largo plazo hasta 3 años en pacientes con Artritis Psoriásica activa","Estudio de secukinumab administrado por debajo de la piel en autoinyectores para demostrar su eficacia a las 24 semanas y su seguridad, y eficacia a largo plazo (hasta 3 años). También se estudiará si es tolerable. Se evaluará en pacientes con artritis psoriásica activa y será un estudio en varios centros y con placebo (sustancia sin actividad farmacológica).","Aquí te presento una versión simplificada del texto médico:

Estudio multicéntrico, aleatorizado, doble ciego, controlado con placebo, de fase III de secukinumab subcutáneo en autoinyectores, para demostrar la eficacia a las 24 semanas y evaluar la seguridad, tolerabilidad y eficacia a largo plazo hasta 3 años en pacientes con Artritis Psoriásica activa.

**Explicación simplificada:**

* **Estudio multicéntrico**: Un estudio que involucra a múltiples"
"Ensayo de fase II/III, multicéntrico, aleatorizado, con enmascaramiento doble y controlado con placebo para evaluar la eficacia, la tolerabilidad y la seguridad a largo plazo de sibeprenlimab administrado por vía subcutánea a pacientes con nefropatía por inmunoglobulina A","Ensayo clínico en varios centros y con placebo (sustancia sin actividad farmacológica). Evaluará si es eficaz, tolerable y seguro a largo plazo el medicamento sibeprenlimab administrado por vía subcutánea (bajo la piel). Se estudiará en pacientes con nefropatía por inmunoglobulina A. La nefropatía por inmunoglobulina A es una enfermedad rara que causa inflamación (hinchazón) y daño renal debido a la acumulación de proteínas en los riñones","Aquí te presento una versión simplificada del texto médico:

""Ensayo de fase II/III: Multicéntrico, aleatorizado, con enmascaramiento doble y controlado con placebo para evaluar la eficacia, la tolerabilidad y la seguridad a largo plazo de sibeprenlimab administrado por vía subcutánea a pacientes con nefropatía por inmunoglobulina A"".

Aquí te explico qué he hecho:

* ""Ensayo de fase II/III"" es una forma más sencilla de expresar la"
Ensayo clínico unicéntrico aleatorizado controlado simple ciego para valorar la efectividad de la lidocaína en aerosol frente a la analgesia convencional en la cura de heridas quirúrgicas complejas.,Ensayo clínico de investigación en un solo centro. Valorará la efectividad de la lidocaína en aerosol (rociado en spray) frente a la analgesia convencional en la cura de heridas de operación complejas.,"**Estructura del Ensayo Clínico**

*   **Nombre del estudio:** Ensayo clínico unicéntrico aleatorizado controlado simple ciego para valorar la efectividad de la lidocaína en aerosol frente a la analgesia convencional en la cura de heridas quirúrgicas complejas.
*   **Objetivo principal:** Evaluar la efectividad de la lidocaína en aerosol frente a la analgesia convencional en la cura de heridas quirúrgicas complejas.
*   **Participantes:** Pacientes con"
"Pacientes hospitalizados con diagnóstico de NAC: aparición de un nuevo infiltrado radiológico más la presencia de al menos dos de los siguientes signos o síntomas: fiebre (>38 ºC), tos, expectoración, dolor torácico, disnea o taquipnea, y signos de ocupación del espacio alveolar.","Pacientes hospitalizados con diagnóstico de neumonía adquirida en la comunidad. Esto supone la aparición de un nuevo infiltrado radiológico (la radiografía de pulmón muestra cambios microscópicos). También supone la presencia de al menos dos de los siguientes signos o síntomas: fiebre (más de 38 °C), tos, expectoración (expulsar flemas al toser), dolor en el pecho, disnea (dificultad para respirar) o taquipnea (respiración acelerada), y signos de ocupación del espacio alveolar (alvéolos de los pulmones).","Aquí te presento una versión simplificada del texto médico:

Pacientes hospitalizados con diagnóstico de NAC (Neumonía Aspiratoria Crónica): aparece un nuevo infiltrado radiológico y se presentan los siguientes síntomas: fiebre, tos, expectoración, dolor torácico, disnea o taquipnea. Es importante realizar un diagnóstico y tratamiento adecuados para manejar la condición.

Nota: Es importante recordar que este texto es una simplificación y no un diagnóstico o tratamiento médico real. Es recomendable que consult"
Bloqueo ecoguiado de nervios geniculares de rodilla en pacientes con gonartrosis mediante anestésico local o mediante la combinación de anestésico local con corticoide: ensayo clínico piloto ciego aleatorizado controlado con placebo.,Bloqueo de nervios de la rodilla guiado por ecografía mediante anestésico local (aplicado en el lugar afectado) o la combinación de anestésico local con corticoide. Se estudiará en pacientes con artrosis de rodilla. Ensayo clínico piloto con placebo (sustancia sin actividad farmacológica).,"**Bloqueo ecoguiado de nervios geniculares de rodilla en pacientes con gonartrosis mediante anestésico local o combinación de anestésico local con corticoide: ensayo clínico piloto ciego aleatorizado controlado con placebo.**

**Introducción:**

La gonartrosis es una condición crónica que afecta a millones de personas en todo el mundo. La falta de tratamiento efectivo puede causar dolor, inmovilidad y pérdida de función en los pies. El objetivo de este ensayo es presentar un estudio clínico pil"
Progresión de la enfermedad con al menos dos líneas previas de tratamiento endocrino con o sin un tratamiento dirigido (la progresión de la enfermedad en los 24 meses siguientes al tratamiento endocrino adyuvante se considera una línea de tratamiento).,Empeoramiento de la enfermedad con al menos dos líneas previas de tratamiento endocrino con o sin un tratamiento dirigido. Se considera una línea de tratamiento el empeoramiento de la enfermedad en los 24 meses siguientes al tratamiento endocrino adyuvante (administrado tras la operación de cáncer).,"Aquí te presento una versión simplificada del texto:

La progresión de la enfermedad con al menos dos líneas previas de tratamiento endocrino se considera una línea de tratamiento. En los próximos 24 meses, se espera que la enfermedad siga progresando y se necesite un tratamiento dirigido para controlarla.

Nota: Es importante recordar que la progresión de la enfermedad puede variar significativamente de una persona a otra y que es fundamental consultar con un profesional de la salud para obtener un diagnóstico y tratamiento adecuados.<|"
"Indicios de disfunción orgánica o cualquier desviación clínicamente significativa de la normalidad en la exploración física, las constantes vitales, el ECG o las determinaciones analíticas clínicas más allá de lo que es coherente con la población a la que va dirigido.","Indicios de funcionamiento alterado de un órgano o cualquier desviación clínicamente importante de la normalidad en la exploración física, las constantes vitales, el electrocardiograma o los análisis clínicos. Estos indicios superan los valores normales de la población a la que va dirigido.","**Indicios de disfunción orgánica o desviación clínica significativa**

Si sospechas que tu cuerpo está experimentando problemas, es importante consultar a un profesional de la salud. Aquí te presento algunos indicativos de disfunción orgánica o desviación clínica significativa:

**Indicios físicos**

* Pérdida de peso o aumento de peso sin razón aparente
* Cambios en la apariencia corporal, como pérdida de peso, aumento de peso, o cambios en la forma y el tamaño de los órganos
* Cambios en"
"Al menos 1 lesión, no irradiada previamente, que pueda medirse exactamente en el momento basal como > o = 10 mm en el diámetro mayor (excepto los ganglios linfáticos, que deberán tener un eje menor > o = 15 mm) con tomografía computarizada (TC) o resonancia magnética (RM) y que sea apta para mediciones repetidas exactas.","Al menos 1 lesión, no irradiada previamente (no recibió radioterapia), que pueda medirse como superior o igual a 10 mm en el diámetro mayor exactamente en el momento basal (antes de la intervención del estudio). Se exceptuarán los ganglios linfáticos, que deberán tener un eje menor con una medidad superior o igual a 15 mm. Se medirá con tomografía computarizada o resonancia magnética (pruebas de imagen). Además, esa lesión será apta para mediciones repetidas exactas.","¡Claro! Aquí te dejo una versión simplificada del texto médico:

Hay al menos una lesión, no irradiada, que pueda medirse exactamente en el momento basal como 10 mm en el diámetro mayor. Esta lesión debe tener un diámetro menor o igual a 15 mm, excepto los ganglios linfáticos, que deben tener un diámetro menor o igual a 15 mm. Se puede medir esta lesión con tomografía computarizada (TC) o resonancia magnética (RM) y se puede repetir exactamente.

Es"
